gene_cluster_id,focal,reference,type,genome_occurences,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,COG20_CATEGORY_ACC,COG20_CATEGORY,COG20_PATHWAY_ACC,COG20_PATHWAY,COG20_FUNCTION_ACC,COG20_FUNCTION,KEGG_BRITE_ACC,KEGG_BRITE,KEGG_Class_ACC,KEGG_Class,KEGG_Module_ACC,KEGG_Module,KOfam_ACC,KOfam,Pfam_ACC,Pfam
GC_00009716,conifer,shrub,accessory,11,3.22578913067832,2.40632608074276,0.738944317516719,3.25643762824973,0.00112819714454655,0.0227046791533725,S,Function unknown,,,COG3514,"Uncharacterized conserved protein, DUF4415 family",ko00001,KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99997 Function unknown,,,,,K09803,uncharacterized protein,PF14384.10,BrnA antitoxin of type II toxin-antitoxin system
GC_00004344,conifer,shrub,accessory,29,3.13463013485573,2.3709270558928,0.756242391235751,3.13514169976448,0.00171771118683072,0.0280254964054649,K,Transcription,COG1595,RNA polymerase,COG1595,"DNA-directed RNA polymerase specialized sigma subunit, sigma24 family (RpoE) (PDB:2Q1Z)",ko03021,Transcription machinery>>>Prokaryotic type>>>Bacterial type>>>RNA polymerase>>>Sigma factors,,,,,K03088,"RNA polymerase sigma-70 factor, ECF subfamily",PF08281.16_or_PF04542.18,"Sigma-70, region 4_or_Sigma-70 region 2"
GC_00005883,conifer,shrub,accessory,15,2.88768471472238,2.35412869727117,0.82752458411173,2.84478400094676,0.00444415482773752,0.0476814098514506,M,Cell wall/membrane/envelope biogenesis,,,COG0668,Small-conductance mechanosensitive channel (MscS) (PDB:2OAU),,,,,,,,,PF00924.22,"Mechanosensitive ion channel, beta-domain"
GC_00004131,conifer,shrub,accessory,35,3.59673551330949,2.28077917237951,0.773767629390325,2.94762805491954,0.00320222094757764,0.0393218508943821,P,Inorganic ion transport and metabolism,,,COG1006,"Multisubunit Na+/H+ antiporter, MnhC subunit (MnhC) (PDB:6CFW)",ko00001|ko01000,"KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers|Enzymes>>>1. Oxidoreductases>>>1.5  Acting on the CH-NH group of donors>>>1.5.98  With other, known, physiological acceptors>>>1.5.98.3  coenzyme F420:methanophenazine dehydrogenase",,,,,K05567,multicomponent Na+:H+ antiporter subunit C,PF00420.28,NADH-ubiquinone/plastoquinone oxidoreductase chain 4L
GC_00005902,conifer,shrub,accessory,19,3.02139150388242,2.26826332731938,0.742374007638565,3.05541856797297,0.00224746624689564,0.0330283773384891,E,Amino acid transport and metabolism,COG0624,Arginine biosynthesis,COG0624,Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase (ArgE) (PDB:1CG2),ko01000|ko01002,"Enzymes>>>3. Hydrolases>>>3.5  Acting on carbon-nitrogen bonds, other than peptide bonds>>>3.5.1  In linear amides>>>3.5.1.-|Peptidases and inhibitors>>>Metallo peptidases>>>Family M20",M00046,Pathway modules; Nucleotide metabolism; Pyrimidine metabolism,M00046,"Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate",K06016,beta-ureidopropionase / N-carbamoyl-L-amino-acid hydrolase [EC:3.5.1.6 3.5.1.87],PF01546.32,Peptidase family M20/M25/M40
GC_00007662,conifer,shrub,accessory,15,3.43811333542142,2.23041770474581,0.749171930930181,2.97717735096735,0.00290915670905721,0.0375465247564684,X,"Mobilome: prophages, transposons",,,COG3668,Plasmid stabilization system protein ParE (ParE) (PDB:3KXE),ko02048,Prokaryotic defense system>>>Toxin-antitoxin system (TA system)>>>Type II TA system>>>ParE-ParD,,,,,K19092,toxin ParE1/3/4,PF05016.19,"ParE toxin of type II toxin-antitoxin system, parDE"
GC_00005137,conifer,shrub,accessory,19,3.52408747220662,2.22441727365719,0.677787903572003,3.28187809480564,0.00103118175088329,0.0217232995025414,X,"Mobilome: prophages, transposons",,,COG2963,Transposase InsE and inactivated derivatives (InsE) (PDB:2JN6) (PUBMED:23818957),ko00001,KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09192 Unclassified: genetic information processing>>>99976 Replication and repair,,,,,K07483,transposase,PF01527.24,Transposase
GC_00004248,conifer,shrub,accessory,29,3.32351410581122,2.17841626021295,0.686030751174842,3.17539156441947,0.00149634435177686,0.0262311744770539,C,Energy production and conversion,,,COG3038,Cytochrome b561 (CybB) (PDB:5OC0),ko00001|ko01000,KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers|Enzymes>>>1. Oxidoreductases>>>1.10  Acting on diphenols and related substances as donors>>>1.10.3  With oxygen as acceptor>>>1.10.3.17  superoxide oxidase,,,,,K12262,superoxide oxidase [EC:1.10.3.17],PF01292.24,Prokaryotic cytochrome b561
GC_00008907,conifer,shrub,accessory,7,3.36823709602283,2.16386307029173,0.681656621259662,3.17441803219491,0.00150137289182341,0.0262627249507347,L,"Replication, recombination and repair",,,COG0776,Bacterial nucleoid DNA-binding protein IHF-alpha (HimA) (PDB:1B8Z),ko03032|ko03036|ko03400,DNA replication proteins>>>Prokaryotic type>>>DNA Replication Initiation Factors>>>Initiation factors (bacterial)|Chromosome and associated proteins>>>Prokaryotic type>>>Nucleoid associated proteins>>>IHF (integration host factor)|DNA repair and recombination proteins>>>Prokaryotic type>>>DSBR (double strand breaks repair)>>>NHEJ (non-homologous end-joining)>>>SHDIR (short-homology-dependent illegitimate recombination)>>>Facilitator,,,,,K05788,integration host factor subunit beta,PF00216.25,Bacterial DNA-binding protein
GC_00003078,conifer,shrub,accessory,60,3.88326439817278,2.13479244967928,0.649636807302131,3.28613222909096,0.00101573316244557,0.0216328417235202,S_or_G,Function unknown_or_Carbohydrate transport and metabolism,COG2140,Glycolysis,COG3837_or_COG2140,"Uncharacterized conserved protein, cupin superfamily_or_Oxalate decarboxylase/archaeal phosphoglucose isomerase, cupin superfamily (OxdD) (PDB:2VQA)",ko00001,KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99996 General function prediction only,,,,,K11312,cupin 2 domain-containing protein,PF07883.15_or_PF12852.11,Cupin domain_or_Cupin
GC_00005659,conifer,shrub,accessory,12,7.55306742712176,1.87976653548894,0.500541703798823,3.75546437234419,1.73020373859101e-4,0.00757989065799344,V,Defense mechanisms,COG3415,CRISPR-Cas system,COG3415,"CRISPR-associated protein Csa3, CARF domain (Csa3) (PDB:2WTE) (PUBMED:21093452)",ko00001,KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09192 Unclassified: genetic information processing>>>99976 Replication and repair,,,,,K07494,putative transposase,PF13358.10,DDE superfamily endonuclease
GC_00002918,conifer,shrub,accessory,51,4.68413010631764,1.73283470469971,0.517096734914229,3.35108421248712,0.00080495819354423005,0.0188300570719066,E|P,Amino acid transport and metabolism|Inorganic ion transport and metabolism,,,COG1173,"ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppC)",ko00001|ko02000,"KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024]|Transporters>>>ABC transporters, prokaryotic type>>>Peptide and nickel transporters>>>Peptides/nickel transporter",,,,,K02034,peptide/nickel transport system permease protein,PF00528.26,Binding-protein-dependent transport system inner membrane component
GC_00003900,conifer,shrub,accessory,40,3.88883145950376,1.71164862343625,0.578454510890032,2.95900298331608,0.00308636113485219,0.0386341066484419,C,Energy production and conversion,COG2055,TCA cycle,COG2055,"Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family (AllD) (PDB:1NXU)",ko00001|ko00001|ko01000|ko01000,KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00350 Tyrosine metabolism [PATH:ko00350]|KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00360 Phenylalanine metabolism [PATH:ko00360]|Enzymes>>>1. Oxidoreductases>>>1.1  Acting on the CH-OH group of donors>>>1.1.1  With NAD+ or NADP+ as acceptor>>>1.1.1.237  hydroxyphenylpyruvate reductase|Enzymes>>>1. Oxidoreductases>>>1.1  Acting on the CH-OH group of donors>>>1.1.1  With NAD+ or NADP+ as acceptor>>>1.1.1.-,,,,,K13574,hydroxycarboxylate dehydrogenase B [EC:1.1.1.237 1.1.1.-],PF02615.18,Malate/L-lactate dehydrogenase
GC_00008965,conifer,shrub,accessory,11,10.4126218283838,1.64201435806088,0.54194339514423,3.02986321592476,0.00244664517987532,0.0349835593997174,P_or_V|P,Inorganic ion transport and metabolism_or_Defense mechanisms|Inorganic ion transport and metabolism,,,COG0753_or_COG0693|COG0753,"Catalase (KatE) (PDB:6RJR)_or_Protein/nucleotide deglycase, PfpI/YajL/DJ-1 family (repair of methylglyoxal-glycated proteins and nucleic acids) (YajL) (PDB:5SY4) (PUBMED:19028889;28596309;26678554)|Catalase (KatE) (PDB:6RJR)",ko00001|ko00001|ko00001|ko00001|ko00001|ko00001|ko01000,KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]|KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00380 Tryptophan metabolism [PATH:ko00380]|KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>04016 MAPK signaling pathway - plant [PATH:ko04016]|KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>04011 MAPK signaling pathway - yeast [PATH:ko04011]|KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>04068 FoxO signaling pathway [PATH:ko04068]|KEGG Orthology (KO)>>>09140 Cellular Processes>>>09141 Transport and catabolism>>>04146 Peroxisome [PATH:ko04146]|Enzymes>>>1. Oxidoreductases>>>1.11  Acting on a peroxide as acceptor>>>1.11.1  Peroxidases>>>1.11.1.6  catalase,M00532,Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism,M00532,Photorespiration,K03781,catalase [EC:1.11.1.6],PF00199.23,Catalase
GC_00006257,conifer,shrub,accessory,18,3.9189176332704,1.60976259703144,0.557897547984958,2.8854089838639,0.00390905473500478,0.0445950227412748,K,Transcription,,,COG0583,"DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)",,,,,,,,,PF03466.24_or_PF00126.31,"LysR substrate binding domain_or_Bacterial regulatory helix-turn-helix protein, lysR family"
GC_00012978,conifer,shrub,accessory,5,5.16352837941238,1.59909197925286,0.502109327224715,3.18474860463447,0.00144879808267197,0.0259913081603478,S,Function unknown,,,COG4420,Uncharacterized membrane protein,,,,,,,,,PF06210.15,Protein of unknown function (DUF1003)
GC_00011910,conifer,shrub,accessory,8,4.7170004081666,1.50304106894025,0.499300969154314,3.01029071000205,0.00260997750589365,0.0358607382313158,,,,,,,,,,,,,,,PF13668.10,Ferritin-like domain
GC_00005101,conifer,shrub,accessory,25,4.30294432236305,1.46639665561409,0.51196568620287,2.86424792741485,0.00418000700240379,0.0463217669721422,P,Inorganic ion transport and metabolism,COG0725,Molybdopterin biosynthesis,COG0725,"ABC-type molybdate transport system, periplasmic Mo-binding protein ModA (ModA) (PDB:1AMF)",ko00001|ko02000,"KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02010 ABC transporters [PATH:ko02010]|Transporters>>>ABC transporters, prokaryotic type>>>Saccharide, polyol, and lipid transporters>>>Raffinose/stachyose/melibiose transporter",,,,,K02020,molybdate transport system substrate-binding protein,PF13531.10,Bacterial extracellular solute-binding protein
GC_00002275,conifer,shrub,accessory,87,5.21866626970021,1.45279521288329,0.492591406565787,2.94929061595244,0.00318504314864356,0.0393128087573091,R,General function prediction only,,,COG2824,Uncharacterized Zn-ribbon-containing protein (PhnA) (PDB:2AKK),ko00001,KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99996 General function prediction only,,,,,K06193,protein PhnA,PF03831.18,PhnA domain
GC_00004598,conifer,shrub,accessory,23,5.54008030088625,1.42280465717516,0.470093529923463,3.02664165024098,0.00247286927210054,0.0351035229655598,,,,,,,,,,,,,,,PF07332.15,"Putative Actinobacterial Holin-X, holin superfamily III"
GC_00002950,conifer,shrub,accessory,57,8.41792938725993,1.36772326841511,0.436252565093678,3.13516384281067,0.00171758152937946,0.0280254964054649,C,Energy production and conversion,,,COG1301,Na+/H+-dicarboxylate symporter (GltP) (PDB:1XFH),ko00001|ko02000,KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020]|Transporters>>>Other transporters>>>Electrochemical potential-driven transporters [TC:2],,,,,K11103,aerobic C4-dicarboxylate transport protein,PF00375.22,Sodium:dicarboxylate symporter family
GC_00005525,conifer,shrub,accessory,16,5.2854262929549,1.36521688558268,0.460574148701705,2.96416307652315,0.00303507398816362,0.0383392728119427,L,"Replication, recombination and repair",,,COG4974,Site-specific recombinase XerD (XerD) (PDB:1A0P),,,,,,,,,PF00589.26,Phage integrase family
GC_00002109,conifer,shrub,accessory,50,15.6997760579912,1.34843189777177,0.376763185384307,3.5789905969617,3.44923876754818e-4,0.0112224432540947,G,Carbohydrate transport and metabolism,,,COG3839,"ABC-type sugar transport system, ATPase component MalK (MalK) (PDB:2ONK)",ko00001|ko02000|ko02000|ko02000|ko02000|ko02000|ko02000|ko02000|ko02000|ko02000|ko02000|ko02000|ko02000|ko02000|ko02000|ko02000|ko02000|ko02000_or_ko00001|ko02000,"KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02010 ABC transporters [PATH:ko02010]|Transporters>>>ABC transporters, prokaryotic type>>>Saccharide, polyol, and lipid transporters>>>Maltose/maltodextrin transporter|Transporters>>>ABC transporters, prokaryotic type>>>Saccharide, polyol, and lipid transporters>>>Maltose transporter|Transporters>>>ABC transporters, prokaryotic type>>>Saccharide, polyol, and lipid transporters>>>Arabinogalactan oligomer/maltooligosaccharide transport system|Transporters>>>ABC transporters, prokaryotic type>>>Saccharide, polyol, and lipid transporters>>>Raffinose/stachyose/melibiose transporter|Transporters>>>ABC transporters, prokaryotic type>>>Saccharide, polyol, and lipid transporters>>>Alpha-glucoside transporter|Transporters>>>ABC transporters, prokaryotic type>>>Saccharide, polyol, and lipid transporters>>>Glucose/mannose transporter|Transporters>>>ABC transporters, prokaryotic type>>>Saccharide, polyol, and lipid transporters>>>Trehalose/maltose transporter|Transporters>>>ABC transporters, prokaryotic type>>>Saccharide, polyol, and lipid transporters>>>Cellobiose transporter|Transporters>>>ABC transporters, prokaryotic type>>>Saccharide, polyol, and lipid transporters>>>N,N'-Diacetylchitobiose transporter|Transporters>>>ABC transporters, prokaryotic type>>>Saccharide, polyol, and lipid transporters>>>L-Arabinose/D-xylose transporter|Transporters>>>ABC transporters, prokaryotic type>>>Saccharide, polyol, and lipid transporters>>>Fructooligosaccharide transporter|Transporters>>>ABC transporters, prokaryotic type>>>Saccharide, polyol, and lipid transporters>>>Fructooligosaccharide transporter|Transporters>>>ABC transporters, prokaryotic type>>>Saccharide, polyol, and lipid transporters>>>Putative sorbitol/mannitol transporter|Transporters>>>ABC transporters, prokaryotic type>>>Saccharide, polyol, and lipid transporters>>>Arabinooligosaccharide transporter|Transporters>>>ABC transporters, prokaryotic type>>>Saccharide, polyol, and lipid transporters>>>Polygalacturonan/rhamnogalacturonan transporter|Transporters>>>ABC transporters, prokaryotic type>>>Saccharide, polyol, and lipid transporters>>>Pectin-derived oligosaccharide transporter|Transporters>>>ABC transporters, prokaryotic type>>>Saccharide, polyol, and lipid transporters>>>Putative multiple sugar transporter_or_KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09131 Membrane transport>>>02010 ABC transporters [PATH:ko02010]|Transporters>>>ABC transporters, prokaryotic type>>>Peptide and nickel transporters>>>Dipeptide transporter",,,,,K10112_or_K02193,multiple sugar transport system ATP-binding protein [EC:7.5.2.-]_or_heme exporter protein A [EC:7.6.2.5],PF00005.31_or_PF17912.5,ABC transporter_or_MalK OB fold domain
GC_00004055,conifer,shrub,accessory,35,6.59598850640545,1.31114630726139,0.430768341802441,3.04373878028091,0.00233657930311519,0.0338783173824224,P,Inorganic ion transport and metabolism,,,COG2128,"Alkylhydroperoxidase family enzyme, contains CxxC motif (YciW) (PDB:1GU9)",,,,,,,,,PF02627.24,Carboxymuconolactone decarboxylase family
GC_00004107,conifer,shrub,accessory,26,6.33795036682725,1.24966186700837,0.439534598328129,2.84314789270685,0.00446703370194004,0.0477847882492645,X,"Mobilome: prophages, transposons",,,COG3436,Transposase,ko00001,KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09192 Unclassified: genetic information processing>>>99976 Replication and repair,,,,,K07484,transposase,PF05717.17,IS66 Orf2 like protein
GC_00011697,conifer,shrub,accessory,6,8.02147039308865,1.24488721377164,0.41530621545475,2.99751645279018,0.00272189166108012,0.0364742450926288,P,Inorganic ion transport and metabolism,,,COG3685,Ferritin-like metal-binding protein YciE (YciE) (PDB:2GS4),,,,,,,,,PF05974.16,Domain of unknown function (DUF892)
GC_00002230,conifer,shrub,core,80,7.00089487916007,1.24392620025603,0.397915539212944,3.12610611467058,0.00177137621368917,0.0285665898599667,P,Inorganic ion transport and metabolism,,,COG1285,"Magnesium uptake protein YhiD/SapB, involved in acid resistance (SapB) (PUBMED:19798051)",ko02000,Transporters>>>Other transporters>>>Others,,,,,K07507,putative Mg2+ transporter-C (MgtC) family protein,PF02308.20,MgtC family
GC_00001949,conifer,shrub,core,101,21.8230999572148,1.22948992068603,0.376479360078203,3.26575650901722,0.00109172078836143,0.0224243860922522,H|P,Coenzyme transport and metabolism|Inorganic ion transport and metabolism,,,COG1348,Nitrogenase ATPase subunit NifH/coenzyme F430 biosynthesis subunit CfbC (NifH/CfbC) (PDB:1CP2) (PUBMED:28225763),ko00001|ko01000,KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00860 Porphyrin metabolism [PATH:ko00860]|Enzymes>>>1. Oxidoreductases>>>1.3  Acting on the CH-CH group of donors>>>1.3.7  With an iron-sulfur protein as acceptor>>>1.3.7.7  ferredoxin:protochlorophyllide reductase (ATP-dependent),,,,,K04037,light-independent protochlorophyllide reductase subunit L [EC:1.3.7.7],PF00142.22,"4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family"
GC_00000874,conifer,shrub,core,104,19.6933145807288,1.18149032894952,0.371679867055228,3.17878484597598,0.00147893824652191,0.0260113293484474,T|E,Signal transduction mechanisms|Amino acid transport and metabolism,,,COG0347,Nitrogen regulatory protein PII (GlnK) (PDB:2GW8) (PUBMED:24610711),ko00001,KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020]_or_KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09192 Unclassified: genetic information processing>>>99973 Transcription,,,,,K04751_or_K04752,nitrogen regulatory protein P-II 1_or_nitrogen regulatory protein P-II 2,PF00543.26,Nitrogen regulatory protein P-II
GC_00002209,conifer,shrub,core,89,19.4034128505886,1.14779063237434,0.365426851924546,3.14095865240723,0.00168395804616233,0.0277835998934775,M,Cell wall/membrane/envelope biogenesis,,,COG1376,Lipoprotein-anchoring transpeptidase ErfK/SrfK (ErfK) (PDB:4LZH),,,,,,,,,PF03734.18,"L,D-transpeptidase catalytic domain"
GC_00000594,conifer,shrub,core,104,18.7470031833041,1.08671973562082,0.344824806841528,3.15151263499509,0.00162427135014145,0.0270466799192499,J,"Translation, ribosomal structure and biogenesis",,,COG0481,"Translation elongation factor EF-4, membrane-bound GTPase (LepA) (PDB:3DEG)",,,,,,,K03596,GTP-binding protein LepA,PF00009.31_or_PF06421.16,Elongation factor Tu GTP binding domain_or_GTP-binding protein LepA C-terminus
GC_00008161,conifer,shrub,accessory,12,8.25592182189008,1.08624059868446,0.360687539971101,3.01158337427317,0.00259889022077415,0.0358294458572491,S,Function unknown,,,COG3753,"Uncharacterized conserved protein YidB, DUF937 family (YidB) (PDB:1Z67)",,,,,,,,,PF20159.3,YidB-like protein
GC_00003209,conifer,shrub,accessory,36,8.89874554019101,1.08053224845217,0.344267317166072,3.13864312577463,0.0016973202250138,0.0279473739074135,M|M_or_M,Cell wall/membrane/envelope biogenesis|Cell wall/membrane/envelope biogenesis_or_Cell wall/membrane/envelope biogenesis,,,COG0438|COG0463_or_COG0463_or_COG0463|COG3306,"Glycosyltransferase involved in cell wall bisynthesis (RfaB) (PDB:2IV7)|Glycosyltransferase involved in cell wall bisynthesis (WcaA) (PDB:5MLZ)_or_Glycosyltransferase involved in cell wall bisynthesis (WcaA) (PDB:5MLZ)_or_Glycosyltransferase involved in cell wall bisynthesis (WcaA) (PDB:5MLZ)|Glycosyltransferase involved in LPS biosynthesis, GR25 family",,,,,,,,,PF00535.30_or_PF05050.16_or_PF13692.10,Glycosyl transferase family 2_or_Methyltransferase FkbM domain_or_Glycosyl transferases group 1
GC_00000605,conifer,shrub,core,101,15.0780402380481,0.994975990180674,0.337098257561442,2.95159042760499,0.0031614196193929,0.0391996755855821,C,Energy production and conversion,COG5719,Photosystem II,COG5719,"Photosystem II reaction center D2, PsbD (PsbD) (PDB:1S5L) (PUBMED:20558739;25043005)",ko00001|ko00194,KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020]|Photosynthesis proteins>>>Anoxygenic photosystem>>>Purple bacteria - Photosystem II related [OT]>>>RC-LH1 complex,M00597|M00612|M00613,Pathway modules; Energy metabolism; Photosynthesis|Signature modules; Module set; Metabolic capacity|Signature modules; Module set; Metabolic capacity,M00597|M00612|M00613,Anoxygenic photosystem II|Anoxygenic photosynthesis in purple bacteria|Anoxygenic photosynthesis in green nonsulfur bacteria,K08928,photosynthetic reaction center L subunit,PF00124.23,Photosynthetic reaction centre protein
GC_00000876,conifer,shrub,core,104,22.5477783600528,0.950407714614993,0.327839690421161,2.899001378979,0.00374353247819106,0.043191337840576,I,Lipid transport and metabolism,COG0236,Fatty acid biosynthesis,COG0236,Acyl carrier protein (AcpP) (PDB:1ACP),ko00001|ko00001,KEGG Orthology (KO)>>>09100 Metabolism>>>09103 Lipid metabolism>>>00061 Fatty acid biosynthesis [PATH:ko00061]|KEGG Orthology (KO)>>>09100 Metabolism>>>09110 Biosynthesis of other secondary metabolites>>>00998 Biosynthesis of various antibiotics [PATH:ko00998],M00848,Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other antibiotics,M00848,"Aurachin biosynthesis, anthranilate => aurachin A",K02078,acyl carrier protein,PF00550.29,Phosphopantetheine attachment site
GC_00001501,conifer,shrub,core,104,12.7686520550361,0.861113652914299,0.285922261343956,3.01170552046804,0.00259784479299506,0.0358294458572491,E,Amino acid transport and metabolism,COG0133,Aromatic amino acid biosynthesis,COG0133,Tryptophan synthase beta chain (TrpB) (PDB:2DH5),ko00001|ko00001|ko01000,"KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00260 Glycine, serine and threonine metabolism [PATH:ko00260]|KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]|Enzymes>>>4. Lyases>>>4.2  Carbon-oxygen lyases>>>4.2.1  Hydro-lyases>>>4.2.1.20  tryptophan synthase",M00023,Pathway modules; Amino acid metabolism; Aromatic amino acid metabolism,M00023,"Tryptophan biosynthesis, chorismate => tryptophan",K01696,tryptophan synthase beta chain [EC:4.2.1.20],PF00291.29,Pyridoxal-phosphate dependent enzyme
GC_00000620,conifer,shrub,core,104,14.1167743409764,0.848441571694245,0.282852824454679,2.9995867049586,0.00270346165708967,0.036347036559946,C,Energy production and conversion,,,COG0843,"Heme/copper-type cytochrome/quinol oxidase, subunit 1 (CyoB) (PDB:1AR1)",ko00001|ko01000,KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00190 Oxidative phosphorylation [PATH:ko00190]|Enzymes>>>7. Translocases>>>7.1  Catalysing the translocation of protons>>>7.1.1  Linked to oxidoreductase reactions>>>7.1.1.9  cytochrome-c oxidase,M00155,Pathway modules; Energy metabolism; ATP synthesis,M00155,"Cytochrome c oxidase, prokaryotes",K02274,cytochrome c oxidase subunit I [EC:7.1.1.9],PF00115.24,Cytochrome C and Quinol oxidase polypeptide I
GC_00003226,shrub,conifer,accessory,33,1.15506317896055,3.72130101990015,1.0066682707025,3.69665075199324,2.18462553926386e-4,0.00854314621940972,L,"Replication, recombination and repair",,,COG1961,Site-specific DNA recombinase SpoIVCA/DNA invertase PinE (SpoIVCA) (PDB:1GDT),ko00001,KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09192 Unclassified: genetic information processing>>>99976 Replication and repair,,,,,K14060,putative DNA-invertase from lambdoid prophage Rac,PF00239.25_or_PF02796.19,"Resolvase, N terminal domain_or_Helix-turn-helix domain of resolvase"
GC_00003774,shrub,conifer,accessory,40,1.07891004479519,3.03498674760906,0.963756338611659,3.14912247631088,0.00163761546507579,0.0270739109612326,P,Inorganic ion transport and metabolism,,,COG0614,"ABC-type Fe3+-hydroxamate transport system, periplasmic component (FepB) (PDB:1ESZ)",ko02000,"Transporters>>>ABC transporters, prokaryotic type>>>Metallic cation, iron-siderophore and vitamin B12 transporters>>>Cobalamin transporter",,,,,K02016,iron complex transport system substrate-binding protein,PF01497.22,Periplasmic binding protein
GC_00006407,shrub,conifer,accessory,19,1.33810677863996,2.95916392035613,0.948939051380218,3.11839197264784,0.00181840789021186,0.0290018230960457,G,Carbohydrate transport and metabolism,,,COG0738,Fucose permease (FucP) (PDB:3O7P),ko02000,Transporters>>>Major facilitator superfamily (MFS)>>>Sugar transporters>>>Fucose:H+ symporter (FHS) family [TC:2.A.1.7],,,,,K02429,"MFS transporter, FHS family, L-fucose permease",PF07690.20,Major Facilitator Superfamily
GC_00008833,shrub,conifer,accessory,13,1.25997771330583,2.82579424379715,0.870114625610098,3.24761147626474,0.00116378065332633,0.0231447233108958,K,Transcription,,,COG1309,"DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP)",ko03000,Transcription factors>>>Prokaryotic type>>>Helix-turn-helix>>>TetR/AcrR family,,,,,K22105_or_K18476,"TetR/AcrR family transcriptional regulator, fatty acid biosynthesis regulator_or_TetR/AcrR family transcriptional regulator, tetracycline repressor protein",PF00440.27_or_PF13305.10,"Bacterial regulatory proteins, tetR family_or_Tetracyclin repressor-like, C-terminal domain"
GC_00003143,shrub,conifer,accessory,38,1.52794484689922,2.71821568898473,0.861004286322943,3.1570292182787,0.00159385374876835,0.026844647262611,G,Carbohydrate transport and metabolism,,,COG2814,"Predicted arabinose efflux permease AraJ, MFS family (AraJ) (PDB:4LDS)",,,,,,,,,PF07690.20,Major Facilitator Superfamily
GC_00002448,shrub,conifer,accessory,79,1.55417749502726,2.71012366534261,0.863949616054974,3.1369001328084,0.00170744275244005,0.0280006841700551,,,,,,,ko00001,KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09193 Unclassified: signaling and cellular processes>>>99992 Structural proteins,,,,,K04062,osmotically inducible lipoprotein OsmB,,
