gene_cluster_id;focal;reference;comp;type;genome_occurences;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj;KEGG_BRITE_ACC;KEGG_BRITE;split_level_1;split_level_2;split_level_3;split_level_4;split_level_5;split_level_6;KEGG_category;KOfam_function;KEGG_Class_ACC;KEGG_Class;KEGG_Module_ACC;KEGG_Module;KOfam_ACC;KOfam;COG20_CATEGORY_ACC;COG20_CATEGORY;COG20_PATHWAY_ACC;COG20_PATHWAY;COG20_FUNCTION_ACC;COG20_FUNCTION;Pfam_ACC;Pfam
GC_00004107;conifer;shrub;conifer_vs_shrub;accessory;26;6.33795036682725;1.24966186700837;0.439534598328129;2.84314789270685;0.00446703370194004;0.0477847882492645;ko00001;KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09192 Unclassified: genetic information processing>>>99976 Replication and repair;NA;NA;KEGG Orthology (KO);Not Included in Pathway or Brite;Unclassified: genetic information processing;Replication and repair;Genetic Information Processing > Replication and repair > Transposases;transposase;NA;NA;NA;NA;K07484;transposase;X;Mobilome: prophages, transposons;NA;NA;COG3436;Transposase;PF05717.17;IS66 Orf2 like protein
GC_00003226;shrub;conifer;shrub_vs_conifer;accessory;33;1.15506317896055;3.72130101990015;1.0066682707025;3.69665075199324;2.18462553926386e-4;0.00854314621940972;ko00001;KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09192 Unclassified: genetic information processing>>>99976 Replication and repair;NA;NA;KEGG Orthology (KO);Not Included in Pathway or Brite;Unclassified: genetic information processing;Replication and repair;Genetic Information Processing > Replication and repair > Invertases;putative DNA-invertase from lambdoid prophage Rac;NA;NA;NA;NA;K14060;putative DNA-invertase from lambdoid prophage Rac;L;Replication, recombination and repair;NA;NA;COG1961;Site-specific DNA recombinase SpoIVCA/DNA invertase PinE (SpoIVCA) (PDB:1GDT);PF00239.25;Resolvase, N terminal domain
GC_00003174;shrub;broadleaf-tree;shrub_vs_broadleaf-tree;accessory;36;17.2410887557289;0.809961975729628;0.308143042084841;2.62852592824933;0.00857558177644282;0.0492744493875936;ko00001;KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09192 Unclassified: genetic information processing>>>99976 Replication and repair;NA;NA;KEGG Orthology (KO);Not Included in Pathway or Brite;Unclassified: genetic information processing;Replication and repair;Genetic Information Processing > Replication and repair > Transposases;transposase;NA;NA;NA;NA;K07484;transposase;X;Mobilome: prophages, transposons;NA;NA;COG3436;Transposase;PF05717.17;IS66 Orf2 like protein
GC_00022947;conifer;shrub;conifer_vs_shrub;accessory;3;1.36661107299611;3.85370512567435;1.17052070168883;3.29229984579874;9.93716029712978e-4;0.021411093335816;ko00001;KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09192 Unclassified: genetic information processing>>>99973 Transcription;NA;NA;KEGG Orthology (KO);Not Included in Pathway or Brite;Unclassified: genetic information processing;Transcription;Genetic Information Processing > Transcription > Transcription factors;HTH-type transcriptional regulator / antitoxin HipB;NA;NA;NA;NA;K15773;HTH-type transcriptional regulator / antitoxin HipB;K;Transcription;NA;NA;COG1396;Transcriptional regulator, contains XRE-family HTH domain (HipB) (PDB:1ADR);PF01381.26;Helix-turn-helix
GC_00000874;conifer;shrub;conifer_vs_shrub;core;104;19.6933145807288;1.18149032894952;0.371679867055228;3.17878484597598;0.00147893824652191;0.0260113293484474;ko00001;KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09192 Unclassified: genetic information processing>>>99973 Transcription;NA;NA;KEGG Orthology (KO);Not Included in Pathway or Brite;Unclassified: genetic information processing;Transcription;Genetic Information Processing > Transcription > Transcription factors;nitrogen regulatory protein P-II 1_or_nitrogen regulatory protein P-II 2;NA;NA;NA;NA;K04751_or_K04752;nitrogen regulatory protein P-II 1_or_nitrogen regulatory protein P-II 2;T|E;Signal transduction mechanisms|Amino acid transport and metabolism;NA;NA;COG0347;Nitrogen regulatory protein PII (GlnK) (PDB:2GW8) (PUBMED:24610711);PF00543.26;Nitrogen regulatory protein P-II
GC_00026053;broadleaf;conifer;broadleaf_vs_conifer;accessory;2;1.67359949970739;2.09833124671094;0.719134296173639;2.91785728740198;0.00352445616358754;0.0461420180497265;ko00001;KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99986 Glycan metabolism;NA;NA;KEGG Orthology (KO);Not Included in Pathway or Brite;Unclassified: metabolism;Glycan metabolism;Metabolism > Glycan biosynthesis and metabolism > Exopolysaccharide biosynthesis [PATH:ko00543];exopolysaccharide production protein ExoQ;NA;NA;NA;NA;K16567;exopolysaccharide production protein ExoQ;M;Cell wall/membrane/envelope biogenesis;NA;NA;COG3307;O-antigen ligase (RfaL);PF04932.19;O-Antigen ligase
GC_00005462;conifer;broadleaf;conifer_vs_broadleaf;accessory;19;1.61518982774335;1.93071594596681;0.651541466632279;2.96330478541357;0.0030435504473174;0.0425350179079082;ko00001;KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09193 Unclassified: signaling and cellular processes>>>99978 Cell growth;NA;NA;KEGG Orthology (KO);Not Included in Pathway or Brite;Unclassified: signaling and cellular processes;Cell growth;Genetic Information Processing > Replication and repair > DNA recombinases;site-specific DNA recombinase;NA;NA;NA;NA;K06400;site-specific DNA recombinase;L;Replication, recombination and repair;NA;NA;COG1961;Site-specific DNA recombinase SpoIVCA/DNA invertase PinE (SpoIVCA) (PDB:1GDT);PF00239.25;Resolvase, N terminal domain
GC_00009083;conifer;broadleaf;conifer_vs_broadleaf;accessory;8;3.44685771272736;1.30430339131893;0.433955749972391;3.00561380141156;0.00265045395125041;0.0392698152907216;ko00001;KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09193 Unclassified: signaling and cellular processes>>>99978 Cell growth;NA;NA;KEGG Orthology (KO);Not Included in Pathway or Brite;Unclassified: signaling and cellular processes;Cell growth;Genetic Information Processing > Replication and repair > DNA recombinases;site-specific DNA recombinase;NA;NA;NA;NA;K06400;site-specific DNA recombinase;L;Replication, recombination and repair;NA;NA;COG1961;Site-specific DNA recombinase SpoIVCA/DNA invertase PinE (SpoIVCA) (PDB:1GDT);PF07508.17_or_PF00239.25;Recombinase_or_Resolvase, N terminal domain
GC_00003306;conifer;broadleaf;conifer_vs_broadleaf;accessory;35;9.78931555692466;1.08118040949305;0.242247411046011;4.46312472370528;8.07730041073844e-6;0.00216283990685597;ko00001;KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09193 Unclassified: signaling and cellular processes>>>99978 Cell growth;NA;NA;KEGG Orthology (KO);Not Included in Pathway or Brite;Unclassified: signaling and cellular processes;Cell growth;Genetic Information Processing > Replication and repair > DNA recombinases;site-specific DNA recombinase;NA;NA;NA;NA;K06400;site-specific DNA recombinase;L;Replication, recombination and repair;NA;NA;COG1961;Site-specific DNA recombinase SpoIVCA/DNA invertase PinE (SpoIVCA) (PDB:1GDT);PF00239.25;Resolvase, N terminal domain
GC_00000579;conifer;broadleaf;conifer_vs_broadleaf;core;104;16.9464608784332;0.877537853950668;0.275682553966571;3.18314612703812;0.00145684070684081;0.0279468053068073;ko00001;KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09193 Unclassified: signaling and cellular processes>>>99995 Signaling proteins;NA;NA;KEGG Orthology (KO);Not Included in Pathway or Brite;Unclassified: signaling and cellular processes;Signaling proteins;Environmental Information Processing > Signal transduction > Others;GTP-binding protein;NA;NA;NA;NA;K06207;GTP-binding protein;T;Signal transduction mechanisms;NA;NA;COG1217;Predicted membrane GTPase TypA/BipA involved in stress response (TypA) (PDB:5A9V);PF00009.31;Elongation factor Tu GTP binding domain
GC_00009194;conifer;broadleaf;conifer_vs_broadleaf;accessory;10;1.01925777490085;2.64160075419519;0.835307969274259;3.16242733382551;0.00156459778727333;0.0291546319788029;ko00001;KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09193 Unclassified: signaling and cellular processes>>>99992 Structural proteins;NA;NA;KEGG Orthology (KO);Not Included in Pathway or Brite;Unclassified: signaling and cellular processes;Structural proteins;Cellular processes > Cell structure  > Structural proteins;HlyD family secretion protein;NA;NA;NA;NA;K02005;HlyD family secretion protein;V;Defense mechanisms;NA;NA;COG1566;Multidrug resistance efflux pump EmrA (EmrA) (PDB:4TKO);PF16576.9;Barrel-sandwich domain of CusB
GC_00004876;conifer;broadleaf;conifer_vs_broadleaf;accessory;27;3.71361282626915;1.05238699508255;0.353754149948455;2.97491066955933;0.00293073879162745;0.0419229071731701;ko00001;KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09193 Unclassified: signaling and cellular processes>>>99992 Structural proteins;NA;NA;KEGG Orthology (KO);Not Included in Pathway or Brite;Unclassified: signaling and cellular processes;Structural proteins;Cellular processes > Cell structure  > Structural proteins;AsmA protein;NA;NA;NA;NA;K07289;AsmA protein;M;Cell wall/membrane/envelope biogenesis;NA;NA;COG2982;Uncharacterized conserved protein AsmA involved in outer membrane biogenesis (AsmA);PF05170.18_or_PF13502.10;AsmA family_or_AsmA-like C-terminal region
GC_00017407;broadleaf;conifer;broadleaf_vs_conifer;accessory;4;1.78503598624384;2.52185242964621;0.768912510302627;3.27976511743015;0.00103893543862919;0.0230622604450773;ko00001;KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09193 Unclassified: signaling and cellular processes>>>99992 Structural proteins;NA;NA;KEGG Orthology (KO);Not Included in Pathway or Brite;Unclassified: signaling and cellular processes;Structural proteins;Cellular processes > Cell structure  > Structural proteins;AsmA protein;NA;NA;NA;NA;K07289;AsmA protein;M;Cell wall/membrane/envelope biogenesis;NA;NA;COG2982;Uncharacterized conserved protein AsmA involved in outer membrane biogenesis (AsmA);PF05170.18;AsmA family
GC_00002448;shrub;conifer;shrub_vs_conifer;accessory;79;1.55417749502726;2.71012366534261;0.863949616054974;3.1369001328084;0.00170744275244005;0.0280006841700551;ko00001;KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09193 Unclassified: signaling and cellular processes>>>99992 Structural proteins;NA;NA;KEGG Orthology (KO);Not Included in Pathway or Brite;Unclassified: signaling and cellular processes;Structural proteins;Cellular processes > Cell structure  > Structural proteins;osmotically inducible lipoprotein OsmB;NA;NA;NA;NA;K04062;osmotically inducible lipoprotein OsmB;NA;NA;NA;NA;NA;NA;NA;NA
GC_00000092;broadleaf;conifer;broadleaf_vs_conifer;accessory;80;2.84572233069883;1.69559798625246;0.503135112288614;3.37006490868762;7.51504794970065e-4;0.0198484396862818;ko00001;KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09193 Unclassified: signaling and cellular processes>>>99977 Transport;NA;NA;KEGG Orthology (KO);Not Included in Pathway or Brite;Unclassified: signaling and cellular processes;Transport;Environmental Information Processing > Membrane transport > Other transporters;heavy-metal exporter, HME family;NA;NA;NA;NA;K07239;heavy-metal exporter, HME family;P;Inorganic ion transport and metabolism;NA;NA;COG3696;Cu/Ag efflux pump CusA (CusA) (PDB:3K07);PF00873.23;AcrB/AcrD/AcrF family
GC_00013408;broadleaf;conifer;broadleaf_vs_conifer;accessory;6;2.28450185959356;1.72926372350501;0.569705442849506;3.03536458218781;0.00240245081872198;0.0372298160887664;ko01000|ko01011;Peptidoglycan biosynthesis and degradation proteins>>>Peptidoglycan biosynthesis and degradation>>>Lytic transglycosylase;NA;NA;NA;Peptidoglycan biosynthesis and degradation proteins;Peptidoglycan biosynthesis and degradation;Lytic transglycosylase;Metabolism > Glycan biosynthesis and metabolism > Peptidoglycan biosynthesis [PATH:ko00550];membrane-bound lytic murein transglycosylase B [EC:4.2.2.-];NA;NA;NA;NA;K08305;membrane-bound lytic murein transglycosylase B [EC:4.2.2.-];M;Cell wall/membrane/envelope biogenesis;NA;NA;COG2951|COG3409;Membrane-bound lytic murein transglycosylase B (MltB) (PDB:1D0K)|Peptidoglycan-binding (PGRP) domain of peptidoglycan hydrolases (PGRP) (PDB:4FET);PF13406.10;Transglycosylase SLT domain
GC_00003511;conifer;broadleaf;conifer_vs_broadleaf;accessory;48;2.19632121983024;1.94285714195488;0.528719690122179;3.67464495507235;2.38180391429444e-4;0.0102372628618165;ko01000|ko01002|ko01011;Peptidoglycan biosynthesis and degradation proteins>>>Peptidoglycan biosynthesis and degradation>>>Sortase;NA;NA;NA;Peptidoglycan biosynthesis and degradation proteins;Peptidoglycan biosynthesis and degradation;Sortase;Metabolism > Glycan biosynthesis and metabolism > Peptidoglycan biosynthesis [PATH:ko00550];sortase A [EC:3.4.22.70];NA;NA;NA;NA;K07284;sortase A [EC:3.4.22.70];M;Cell wall/membrane/envelope biogenesis;NA;NA;COG3764;Sortase (surface protein transpeptidase) (SrtA) (PDB:1IJA);PF04203.17;Sortase domain
GC_00005056;conifer;broadleaf;conifer_vs_broadleaf;accessory;25;3.06622527790559;1.59167244511802;0.431634587971479;3.68754610838367;2.26427074226304e-4;0.0100269244993719;ko01000|ko03016;Transfer RNA biogenesis>>>Prokaryotic type>>>5'processing factors>>>Ribonucrease P;NA;NA;Transfer RNA biogenesis;Prokaryotic type;5'processing factors;Ribonucrease P;Genetic Information Processing > Translation > Aminoacyl-tRNA biosynthesis [PATH:ko00970];ribonuclease P protein component [EC:3.1.26.5];NA;NA;NA;NA;K03536;ribonuclease P protein component [EC:3.1.26.5];J;Translation, ribosomal structure and biogenesis;NA;NA;COG0594;RNase P protein component (RnpA) (PDB:1A6F);PF00825.22;Ribonuclease P
GC_00002749;shrub;conifer;shrub_vs_conifer;accessory;61;6.42367526700901;1.07277855058703;0.355156550718205;3.02057937103408;0.00252291574193901;0.0353681833441046;ko03036;Chromosome and associated proteins>>>Prokaryotic type>>>Chromosome partitioning proteins>>>Divisome proteins;NA;NA;Chromosome and associated proteins;Prokaryotic type;Chromosome partitioning proteins;Divisome proteins;Genetic Information Processing > Chromosome > Chromosome partitioning;transmembrane sensor;NA;NA;NA;NA;K07165;transmembrane sensor;K;Transcription;NA;NA;COG5662;Transmembrane transcriptional regulator RsiW (anti-sigma-W factor) (RsiW);NA;NA
GC_00020009;tree;shrub;tree_vs_shrub;accessory;2;4.3374142025011;3.90594236232455;0.961340015913558;4.06301859661251;4.84421686003292e-5;0.00488704254531726;ko03036;Chromosome and associated proteins>>>Prokaryotic type>>>Chromosome partitioning proteins>>>Other chromosome partitioning proteins;NA;NA;Chromosome and associated proteins;Prokaryotic type;Chromosome partitioning proteins;Other chromosome partitioning proteins;Genetic Information Processing > Chromosome > Chromosome partitioning;integrase/recombinase XerD;NA;NA;NA;NA;K04763;integrase/recombinase XerD;L;Replication, recombination and repair;NA;NA;COG4974;Site-specific recombinase XerD (XerD) (PDB:1A0P);PF00589.26;Phage integrase family
GC_00005050;conifer;broadleaf;conifer_vs_broadleaf;accessory;18;2.92341474546107;1.44279792311227;0.479909173196222;3.00639788463129;0.00264362829526591;0.0392324772417964;ko03036;Chromosome and associated proteins>>>Prokaryotic type>>>Chromosome partitioning proteins>>>Other chromosome partitioning proteins;NA;NA;Chromosome and associated proteins;Prokaryotic type;Chromosome partitioning proteins;Other chromosome partitioning proteins;Genetic Information Processing > Chromosome > Chromosome partitioning;integrase/recombinase XerD;NA;NA;NA;NA;K04763;integrase/recombinase XerD;L;Replication, recombination and repair;NA;NA;COG4974;Site-specific recombinase XerD (XerD) (PDB:1A0P);PF00589.26_or_PF13495.10;Phage integrase family_or_Phage integrase, N-terminal SAM-like domain
GC_00007725;conifer;shrub;conifer_vs_shrub;accessory;15;1.2753074350269;3.49888394720461;1.1955018173454;2.92670734284105;0.00342571071716529;0.0409775455491506;ko03000|ko03036|ko04812;Chromosome and associated proteins>>>Prokaryotic type>>>Chromosome partitioning proteins>>>Other chromosome partitioning proteins;NA;NA;Chromosome and associated proteins;Prokaryotic type;Chromosome partitioning proteins;Other chromosome partitioning proteins;Genetic Information Processing > Chromosome > Chromosome partitioning;L-serine kinase (ADP) [EC:2.7.1.226];NA;NA;NA;NA;K23370;L-serine kinase (ADP) [EC:2.7.1.226];D;Cell cycle control, cell division, chromosome partitioning;NA;NA;COG1475;Chromosome segregation protein Spo0J, contains ParB-like nuclease domain (Spo0J) (PDB:1R71);PF02195.22;ParB/Sulfiredoxin domain
GC_00008907;conifer;shrub;conifer_vs_shrub;accessory;7;3.36823709602283;2.16386307029173;0.681656621259662;3.17441803219491;0.00150137289182341;0.0262627249507347;ko03032|ko03036|ko03400;DNA replication proteins>>>Prokaryotic type>>>DNA Replication Initiation Factors>>>Initiation factors (bacterial);NA;NA;DNA replication proteins;Prokaryotic type;DNA Replication Initiation Factors;Initiation factors (bacterial);Genetic Information Processing > Replication and repair > DNA replication;integration host factor subunit beta;NA;NA;NA;NA;K05788;integration host factor subunit beta;L;Replication, recombination and repair;NA;NA;COG0776;Bacterial nucleoid DNA-binding protein IHF-alpha (HimA) (PDB:1B8Z);PF00216.25;Bacterial DNA-binding protein
GC_00004742;conifer;broadleaf;conifer_vs_broadleaf;accessory;15;5.91049974249881;0.95444222206082;0.293935012210874;3.24711988164271;0.00116579273783759;0.024709638934197;ko03000;Transcription factors>>>Prokaryotic type>>>Helix-turn-helix>>>AraC family;NA;NA;Transcription factors;Prokaryotic type;Helix-turn-helix;AraC family;Genetic Information Processing > Transcription > Transcription factors;AraC family transcriptional regulator, positive regulator of tynA and feaB;NA;NA;NA;NA;K14063;AraC family transcriptional regulator, positive regulator of tynA and feaB;K;Transcription;NA;NA;COG2207;AraC-type DNA-binding domain and AraC-containing proteins (AraC) (PDB:1BL0);PF12833.11_or_PF14525.10;Helix-turn-helix domain_or_AraC-binding-like domain
GC_00007948;broadleaf;conifer;broadleaf_vs_conifer;accessory;15;2.48537496486241;2.49818537122797;0.638139745141106;3.9147935702948;9.04815868684214e-5;0.00644115796519575;ko03000;Transcription factors>>>Prokaryotic type>>>Helix-turn-helix>>>AraC family;NA;NA;Transcription factors;Prokaryotic type;Helix-turn-helix;AraC family;Genetic Information Processing > Transcription > Transcription factors;AraC family transcriptional regulator, positive regulator of tynA and feaB;NA;NA;NA;NA;K14063;AraC family transcriptional regulator, positive regulator of tynA and feaB;K;Transcription;NA;NA;COG2207;AraC-type DNA-binding domain and AraC-containing proteins (AraC) (PDB:1BL0);PF12833.11;Helix-turn-helix domain
GC_00028231;broadleaf;conifer;broadleaf_vs_conifer;accessory;1;2.34514005587103;1.80919072458451;0.558123692407716;3.24155872469731;0.00118877938787951;0.0250278623318685;ko03000;Transcription factors>>>Prokaryotic type>>>Helix-turn-helix>>>AraC family;NA;NA;Transcription factors;Prokaryotic type;Helix-turn-helix;AraC family;Genetic Information Processing > Transcription > Transcription factors;AraC family transcriptional regulator, positive regulator of tynA and feaB;NA;NA;NA;NA;K14063;AraC family transcriptional regulator, positive regulator of tynA and feaB;K;Transcription;NA;NA;COG2207;AraC-type DNA-binding domain and AraC-containing proteins (AraC) (PDB:1BL0);PF12833.11;Helix-turn-helix domain
GC_00004110;tree;shrub;tree_vs_shrub;accessory;17;18.7243141884515;0.97190078476600394;0.275987934080014;3.52153360619103;4.2905828009344e-4;0.021333390626646;ko03000;Transcription factors>>>Prokaryotic type>>>Helix-turn-helix>>>CRP/FNR family;NA;NA;Transcription factors;Prokaryotic type;Helix-turn-helix;CRP/FNR family;Genetic Information Processing > Transcription > Transcription factors;CRP/FNR family transcriptional regulator, cyclic AMP receptor protein;NA;NA;NA;NA;K10914;CRP/FNR family transcriptional regulator, cyclic AMP receptor protein;T;Signal transduction mechanisms;NA;NA;COG0664;cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases (Crp) (PDB:1FT9);PF13545.10;Crp-like helix-turn-helix domain
GC_00004352;broadleaf;conifer;broadleaf_vs_conifer;accessory;33;1.41288379757453;2.44821767674895;0.775987335443836;3.15497117662193;0.00160513962172885;0.0296073526987717;ko03000;Transcription factors>>>Prokaryotic type>>>Helix-turn-helix>>>DeoR family;NA;NA;Transcription factors;Prokaryotic type;Helix-turn-helix;DeoR family;Genetic Information Processing > Transcription > Transcription factors;DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor;NA;NA;NA;NA;K02444;DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor;K|G;Transcription|Carbohydrate transport and metabolism;NA;NA;COG1349;DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family (GlpR);PF00455.26;DeoR C terminal sensor domain
GC_00005231;broadleaf;conifer;broadleaf_vs_conifer;accessory;24;0.744904163264011;2.87614931851336;0.979706138619935;2.93572654608948;0.0033276752552575;0.0445378048390885;ko03000;Transcription factors>>>Prokaryotic type>>>Helix-turn-helix>>>GntR family;NA;NA;Transcription factors;Prokaryotic type;Helix-turn-helix;GntR family;Genetic Information Processing > Transcription > Transcription factors;GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex;NA;NA;NA;NA;K05799;GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex;K;Transcription;NA;NA;COG1802;DNA-binding transcriptional regulator, GntR family (GntR) (PDB:3FMS);PF07729.16;FCD domain
GC_00007126;conifer;broadleaf;conifer_vs_broadleaf;accessory;16;2.27417610737624;2.43599872189901;0.559377530556058;4.35483834947297;1.33165149457243e-5;0.00260460570780023;ko03000;Transcription factors>>>Prokaryotic type>>>Helix-turn-helix>>>LacI family;NA;NA;Transcription factors;Prokaryotic type;Helix-turn-helix;LacI family;Genetic Information Processing > Transcription > Transcription factors;LacI family transcriptional regulator;NA;NA;NA;NA;K02529;LacI family transcriptional regulator;K;Transcription;NA;NA;COG1609;DNA-binding transcriptional regulator, LacI/PurR family (PurR) (PDB:1BDH);PF13377.10;Periplasmic binding protein-like domain
GC_00050528;tree;shrub;tree_vs_shrub;accessory;1;7.23036029076514;4.66447158087432;1.10256682585406;4.23055679846088;2.33113571331204e-5;0.00318476394495622;ko03000;Transcription factors>>>Prokaryotic type>>>Helix-turn-helix>>>LysR family;NA;NA;Transcription factors;Prokaryotic type;Helix-turn-helix;LysR family;Genetic Information Processing > Transcription > Transcription factors;LysR family transcriptional regulator, nod-box dependent transcriptional activator;M00664;"Signature modules; Gene set; Symbiosis";M00664;Nodulation;K14657;LysR family transcriptional regulator, nod-box dependent transcriptional activator;K;Transcription;NA;NA;COG0583;DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI);PF03466.24;LysR substrate binding domain
GC_00007738;broadleaf;conifer;broadleaf_vs_conifer;accessory;15;0.938897578062866;2.83490202550439;0.89901352861831;3.1533474583651;0.00161409561680382;0.0297124025460938;ko03000;Transcription factors>>>Prokaryotic type>>>Helix-turn-helix>>>LysR family;NA;NA;Transcription factors;Prokaryotic type;Helix-turn-helix;LysR family;Genetic Information Processing > Transcription > Transcription factors;LysR family transcriptional regulator, hypochlorite-specific transcription factor HypT;NA;NA;NA;NA;K21645;LysR family transcriptional regulator, hypochlorite-specific transcription factor HypT;K;Transcription;NA;NA;COG0583;DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI);PF00126.31;Bacterial regulatory helix-turn-helix protein, lysR family
GC_00012182;broadleaf;conifer;broadleaf_vs_conifer;accessory;6;1.44964819465366;2.49261101698171;0.792568301535352;3.14497944486685;0.00166098499824839;0.0303304515111009;ko03000;Transcription factors>>>Prokaryotic type>>>Helix-turn-helix>>>LysR family;NA;NA;Transcription factors;Prokaryotic type;Helix-turn-helix;LysR family;Genetic Information Processing > Transcription > Transcription factors;LysR family transcriptional regulator, benzoate and cis,cis-muconate-responsive activator of ben and cat genes;NA;NA;NA;NA;K21757;LysR family transcriptional regulator, benzoate and cis,cis-muconate-responsive activator of ben and cat genes;K;Transcription;NA;NA;COG0583;DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI);PF03466.24;LysR substrate binding domain
GC_00002595;broadleaf;conifer;broadleaf_vs_conifer;accessory;77;2.0771793567167;1.7747977206822;0.614128434139494;2.88994552608367;0.00385308588135799;0.0484935339101298;ko03000;Transcription factors>>>Prokaryotic type>>>Helix-turn-helix>>>MarR family;NA;NA;Transcription factors;Prokaryotic type;Helix-turn-helix;MarR family;Genetic Information Processing > Transcription > Transcription factors;MarR family transcriptional regulator, organic hydroperoxide resistance regulator;NA;NA;NA;NA;K23775;MarR family transcriptional regulator, organic hydroperoxide resistance regulator;K;Transcription;NA;NA;COG1846;DNA-binding transcriptional regulator, MarR family (MarR) (PDB:1JGS);PF12802.11;MarR family
GC_00002799;shrub;tree;shrub_vs_tree;accessory;50;2.1265574688846;2.12131356986403;0.531922973390094;3.98800893359484;6.66301551840826e-5;0.00601210478850187;ko03000;Transcription factors>>>Prokaryotic type>>>Helix-turn-helix>>>MerR family;NA;NA;Transcription factors;Prokaryotic type;Helix-turn-helix;MerR family;Genetic Information Processing > Transcription > Transcription factors;MerR family transcriptional regulator, mercuric resistance operon regulatory protein;NA;NA;NA;NA;K08365;MerR family transcriptional regulator, mercuric resistance operon regulatory protein;K;Transcription;NA;NA;COG0789;DNA-binding transcriptional regulator, MerR family (SoxR) (PDB:2VZ4);PF09278.15;MerR, DNA binding
GC_00010819;broadleaf;conifer;broadleaf_vs_conifer;accessory;9;2.55549939488537;1.78574197562364;0.54582155440399;3.27165895376481;0.00106918466517285;0.0234756883591688;ko03000;Transcription factors>>>Prokaryotic type>>>Helix-turn-helix>>>MerR family;NA;NA;Transcription factors;Prokaryotic type;Helix-turn-helix;MerR family;Genetic Information Processing > Transcription > Transcription factors;MerR family transcriptional regulator, aldehyde-responsive regulator;NA;NA;NA;NA;K21745;MerR family transcriptional regulator, aldehyde-responsive regulator;K;Transcription;NA;NA;COG0789;DNA-binding transcriptional regulator, MerR family (SoxR) (PDB:2VZ4);PF00376.27;MerR family regulatory protein
GC_00013381;broadleaf;conifer;broadleaf_vs_conifer;accessory;6;1.81489673028225;1.98761322015481;0.665929504353366;2.98472016506436;0.00283837856830252;0.0413812888229962;ko03000;Transcription factors>>>Prokaryotic type>>>Helix-turn-helix>>>Other families;NA;NA;Transcription factors;Prokaryotic type;Helix-turn-helix;Other families;Genetic Information Processing > Transcription > Transcription factors;putative transcriptional regulator;NA;NA;NA;NA;K07726;putative transcriptional regulator;K;Transcription;NA;NA;COG2944;DNA-binding transcriptional regulator YiaG, XRE-type HTH domain (YiaG) (PDB:5JAA);PF13560.10;Helix-turn-helix domain
GC_00005319;conifer;broadleaf;conifer_vs_broadleaf;accessory;23;3.0379391500315;1.20274208462569;0.409500509383775;2.93709545425378;0.00331302111067268;0.0444836607134253;ko03000;Transcription factors>>>Prokaryotic type>>>Helix-turn-helix>>>PadR family;NA;NA;Transcription factors;Prokaryotic type;Helix-turn-helix;PadR family;Genetic Information Processing > Transcription > Transcription factors;PadR family transcriptional regulator, regulatory protein PadR;NA;NA;NA;NA;K10947;PadR family transcriptional regulator, regulatory protein PadR;K;Transcription;NA;NA;COG1695;DNA-binding transcriptional regulator, PadR family (PadR) (PDB:1XMA) (PUBMED:19096365);PF03551.18;Transcriptional regulator PadR-like family
